id,batch_id,batch_type,PreScreen_Q1,Commitment_Q1,Commitment_Q2,Q1,Q2,Q3,Q4,Q5,Q6,Q7,Q8,Manipulation_Q1,Manipulation_Q2,Manipulation_Q2_TEXT,QD2,QD2_1_TEXT,QD3_1,QD3_2,QD3_3,QD3_4,QD3_5,QD3_6,QD3_7,QD4,QD5,rnum,pi1,pi2,pi3,pi4,pi5,pi6,pi7,rnum_age,age1,age2,first_name1,first_name2,pol_exp1,pol_exp2,career1,career2
86,100,Validation,Yes,"Yes, I will",purple,,,,,Candidate 2,,,,Candidate 1,,,Age,31,,,Black or African American,,White,,,No,Male,0.9153557792108868,0,0,0,0,0.5,1,1,0.6778297095275088,62,49,Tremayne Rivers,Rasheed Mosely,No experience,No experience,Restaurant owner,Small business owner
87,100,Validation,Yes,"Yes, I will",purple,,Candidate 1,,,,,,,Candidate 2,,,Age,22,,Asian,,,,,,No,Female,0.01128374692315323,0,0,0,0,0.5,1,1,0.18304020659603185,49,62,Tremayne Rivers,Rasheed Mosely,Member of Congress,State legislator,Restaurant owner,Small business owner
88,100,Validation,Yes,"Yes, I will",purple,,,,,,Candidate 2,,,Candidate 1,,,Age,22,,Asian,,,,,,No,Female,0.7526546476298605,0,0,0,0,0.5,1,1,0.8462995017986511,62,49,Tremayne Rivers,Rasheed Mosely,No experience,No experience,Restaurant owner,Small business owner
89,100,Validation,Yes,"Yes, I will",purple,,,,Candidate 2,,,,,Candidate 1,,,Age,43,,,Black or African American,,,,,No,Female,0.833942239366924,0,0,0,0,0.5,1,1,0.6597053468366398,62,49,Tremayne Rivers,Rasheed Mosely,No experience,No experience,Restaurant owner,Small business owner
90,15,Iterative Batch Phase: Min,Yes,"Yes, I will",purple,,,,,Candidate 1,,,,Candidate 2,,,Age,46,,,,,White,,,No,Male,0.7353006190935384,0.042,0.09,0.157,0.552,0.683,0.896,0.924,0.3813944776499165,49,62,Tremayne Rivers,Rasheed Mosely,No experience,No experience,Restaurant owner,Small business owner
91,100,Validation,Yes,"Yes, I will",purple,,,Candidate 1,,,,,,Candidate 2,,,Prefer not to disclose,,,,,,White,,,No,Male,0.00844168174277098,0,0,0,0,0.5,1,1,0.26435189327792075,49,62,Tremayne Rivers,Rasheed Mosely,Member of Congress,State legislator,Restaurant owner,Small business owner
92,9,Iterative Batch Phase: Min,Yes,"Yes, I will",purple,,Candidate 1,,,,,,,Candidate 2,,,Age,19,,,Black or African American,,,,,Yes,Male,0.8415289669859989,0.027,0.093,0.243,0.484,0.547,0.783,0.968,0.19037587363048827,49,62,Brendan Schmitt,Jay O'Connell,Member of Congress,State legislator,Restaurant owner,Small business owner
93,2,Iterative Batch Phase: Max,Yes,"Yes, I will",purple,,,,,Candidate 1,,,,Candidate 2,,,Age,48,,,,,White,,,No,Female,0.36776886749262194,0.023,0.176,0.186,0.199,0.845,0.94,0.955,0.22436137362950517,49,62,Tremayne Rivers,Rasheed Mosely,Member of Congress,State legislator,Restaurant owner,Small business owner
94,20,Iterative Batch Phase: Min,Yes,"Yes, I will",purple,,,,Candidate 2,,,,,Candidate 1,,,Age,37,,,,,White,,,No,Female,0.9241362686558012,0.055,0.069,0.098,0.309,0.421,0.967,0.987,0.9270282925402346,62,49,Tremayne Rivers,Rasheed Mosely,No experience,No experience,Restaurant owner,Small business owner
95,11,Iterative Batch Phase: Min,Yes,"Yes, I will",purple,,,,Candidate 2,,,,,Candidate 1,,,Age,62,,,,,White,,,No,Female,0.14652035225800247,0.023,0.084,0.135,0.522,0.636,0.947,0.981,0.6499631522805345,62,49,Tanisha Rivers,Keisha Mosely,No experience,No experience,Restaurant owner,Small business owner
96,100,Validation,Yes,"Yes, I will",purple,,,,Candidate 1,,,,,Candidate 2,,,Age,25,,Asian,,,,,,No,Female,0.47915531240383985,0,0,0,0,0.5,1,1,0.35002269697143296,49,62,Tremayne Rivers,Rasheed Mosely,Member of Congress,State legislator,Restaurant owner,Small business owner
97,17,Iterative Batch Phase: Min,Yes,"Yes, I will",Purple,,,,,,Candidate 2,,,Candidate 1,,,Age,50,,,Black or African American,,,,,No,Male,0.5184737608112566,0.03,0.066,0.096,0.342,0.486,0.919,0.959,0.7594572507681924,62,49,Tremayne Rivers,Rasheed Mosely,No experience,No experience,Restaurant owner,Small business owner
98,14,Iterative Batch Phase: Min,Yes,"Yes, I will",purple,,,,,,,Candidate 2,,Candidate 1,,,Age,58,,,,,White,,,No,Female,0.9541495509804576,0.046,0.098,0.158,0.614,0.753,0.946,0.973,0.7907306274377579,62,49,Brendan Schmitt,Jay O'Connell,Member of Congress,State legislator,Restaurant owner,Small business owner
99,100,Validation,Yes,"Yes, I will",Purple,,,,,,,Candidate 1,,Candidate 1,,,Age,36,,,,,White,,,No,Male,0.9409398066208092,0,0,0,0,0.5,1,1,0.7299424879555456,62,49,Tremayne Rivers,Rasheed Mosely,No experience,No experience,Restaurant owner,Small business owner
100,9,Iterative Batch Phase: Min,Yes,"Yes, I will",purple,,Candidate 1,,,,,,,Candidate 2,,,Age,23,,,,,White,,,No,Male,0.637856157645084,0.027,0.093,0.243,0.484,0.547,0.783,0.968,0.32594408149038073,49,62,Tremayne Rivers,Rasheed Mosely,No experience,No experience,Restaurant owner,Small business owner
101,10,Iterative Batch Phase: Min,Yes,"Yes, I will",purple,,,,,,,,Candidate 1,Candidate 2,,,Age,25,,Asian,,,,,,No,Female,0.2898761116177487,0.052,0.166,0.24,0.497,0.625,0.922,0.966,0.1857050622780121,49,62,Tanisha Rivers,Keisha Mosely,No experience,No experience,Restaurant owner,Small business owner
102,100,Validation,Yes,"Yes, I will",purple,,,,,Candidate 1,,,,Candidate 2,,,Age,21,,Asian,,,,,,No,Female,0.8443224380827328,0,0,0,0,0.5,1,1,0.09234938982230365,49,62,Tremayne Rivers,Rasheed Mosely,No experience,No experience,Restaurant owner,Small business owner
103,100,Validation,Yes,"Yes, I will",purple,,Candidate 1,,,,,,,Candidate 2,,,Age,38,,,,,White,,,No,Male,0.747513358888103,0,0,0,0,0.5,1,1,0.28172755084972073,49,62,Tremayne Rivers,Rasheed Mosely,No experience,No experience,Restaurant owner,Small business owner
104,5,Iterative Batch Phase: Min,Yes,"Yes, I will",purple,,,,,Candidate 1,,,,Candidate 2,,,Age,32,,,,,White,,,Yes,Female,0.9871036855008228,0.045,0.165,0.303,0.386,0.501,0.876,0.953,0.07947140375139923,49,62,Brendan Schmitt,Jay O'Connell,No experience,No experience,Restaurant owner,Small business owner
105,100,Validation,Yes,"Yes, I will",purple,,,,,Candidate 2,,,,Candidate 2,,,Age,31,,,,,White,,,No,Female,0.3146646607934182,0,0,0,0,0.5,1,1,0.11377584052127224,49,62,Tremayne Rivers,Rasheed Mosely,Member of Congress,State legislator,Restaurant owner,Small business owner
106,100,Validation,Yes,"Yes, I will",Purple,,Candidate 1,,,,,,,Candidate 2,,,Age,35,,,Black or African American,,,,,No,Male,0.2012306594292705,0,0,0,0,0.5,1,1,0.44471680406590847,49,62,Tremayne Rivers,Rasheed Mosely,Member of Congress,State legislator,Restaurant owner,Small business owner
107,1,Iterative Batch Phase: Max,Yes,"Yes, I will",purple,,,,,,,Candidate 1,,Candidate 2,,,Age,32,,,,,White,,,No,Female,0.4930427473720728,0.071,0.241,0.264,0.277,0.579,0.741,0.768,0.45362637598384786,49,62,Tremayne Rivers,Rasheed Mosely,Member of Congress,State legislator,Restaurant owner,Small business owner
108,8,Iterative Batch Phase: Min,Yes,"Yes, I will",purple,Candidate 1,,,,,,,,Candidate 2,,,Age,22,,,,,White,,,No,Female,0.627273509424942,0.017,0.073,0.193,0.444,0.498,0.869,0.968,0.3482506173542353,49,62,Tremayne Rivers,Rasheed Mosely,No experience,No experience,Restaurant owner,Small business owner
109,9,Iterative Batch Phase: Min,Yes,"Yes, I will",purple,,,Candidate 1,,,,,,Candidate 2,,,Age,23,,,,,White,,,No,Female,0.15921873463299563,0.027,0.093,0.243,0.484,0.547,0.783,0.968,0.3778990712896686,49,62,Tanisha Rivers,Keisha Mosely,Member of Congress,State legislator,Restaurant owner,Small business owner
110,16,Iterative Batch Phase: Min,Yes,"Yes, I will",purple,Candidate 2,,,,,,,,Candidate 1,,,Age,37,,Asian,,,,,,No,Female,0.5000475927954651,0.026,0.065,0.107,0.41,0.494,0.91,0.949,0.8167841347904838,62,49,Tremayne Rivers,Rasheed Mosely,No experience,No experience,Restaurant owner,Small business owner
111,100,Validation,Yes,"Yes, I will",purple,,,Candidate 2,,,,,,Candidate 2,,,Age,48,,,,,White,,,No,Female,0.4905811418990095,0,0,0,0,0.5,1,1,0.3094156475992444,49,62,Tremayne Rivers,Rasheed Mosely,Member of Congress,State legislator,Restaurant owner,Small business owner
112,100,Validation,Yes,"Yes, I will",purple,,,Candidate 2,,,,,,Candidate 1,,,Age,42,,,,,White,,,No,Female,0.3087042752440796,0,0,0,0,0.5,1,1,0.7974313599517177,62,49,Tremayne Rivers,Rasheed Mosely,Member of Congress,State legislator,Restaurant owner,Small business owner
113,100,Validation,Yes,"Yes, I will",purple,,,,,,,Candidate 2,,Candidate 1,,,Age,33,,,,,White,Other,,Yes,Male,0.2309117331707179,0,0,0,0,0.5,1,1,0.8736927224960394,62,49,Tremayne Rivers,Rasheed Mosely,Member of Congress,State legislator,Restaurant owner,Small business owner
114,100,Validation,Yes,"Yes, I will",purple,,,,,,,,Candidate 1,Candidate 1,,,Age,35,,,,,White,,,Yes,Female,0.8500862288871049,0,0,0,0,0.5,1,1,0.765533353147454,62,49,Tremayne Rivers,Rasheed Mosely,No experience,No experience,Restaurant owner,Small business owner
115,100,Validation,Yes,"Yes, I will",purple,,,,,,,,Candidate 1,Candidate 1,,,Age,43,,Asian,,,,,,No,Female,0.8023271387914026,0,0,0,0,0.5,1,1,0.9206984620356696,62,49,Tremayne Rivers,Rasheed Mosely,No experience,No experience,Restaurant owner,Small business owner
116,100,Validation,Yes,"Yes, I will",purple,,Candidate 1,,,,,,,Candidate 2,,,Age,40,,,,,White,,,No,Male,0.36533105032642627,0,0,0,0,0.5,1,1,0.39884014157551345,49,62,Tremayne Rivers,Rasheed Mosely,Member of Congress,State legislator,Restaurant owner,Small business owner
117,0,Warmup,Yes,"Yes, I will",purple,,,,,Candidate 2,,,,Candidate 1,,,Age,28,,,,,White,,,No,Male,0.7924692367185999,0.125,0.25,0.375,0.5,0.625,0.75,0.875,0.6760731916120446,62,49,Brendan Schmitt,Jay O'Connell,Member of Congress,State legislator,Restaurant owner,Small business owner
118,0,Warmup,Yes,"Yes, I will",purple,,,,Candidate 1,,,,,Candidate 1,,,Age,22,,,,,White,,,No,Male,0.6019050873820448,0.125,0.25,0.375,0.5,0.625,0.75,0.875,0.8753037207935247,62,49,Tremayne Rivers,Rasheed Mosely,Member of Congress,State legislator,Restaurant owner,Small business owner
119,3,Iterative Batch Phase: Max,Yes,"Yes, I will",Purple,,,,,,Candidate 2,,,Candidate 1,,,Age,22,,,,,White,,,Yes,Female,0.7645690114620535,0.028,0.073,0.078,0.094,0.813,0.925,0.94,0.8285030156440342,62,49,Tremayne Rivers,Rasheed Mosely,Member of Congress,State legislator,Restaurant owner,Small business owner
120,100,Validation,Yes,"Yes, I will",purple,,,,,Candidate 1,,,,Candidate 1,,,Age,58,,,,,White,,,No,Male,0.4790540646014395,0,0,0,0,0.5,1,1,0.8901866501872863,62,49,Tremayne Rivers,Rasheed Mosely,Member of Congress,State legislator,Restaurant owner,Small business owner
121,9,Iterative Batch Phase: Min,Yes,"Yes, I will",purple,,,,Candidate 2,,,,,Candidate 1,,,Age,55,,,Black or African American,,White,,,No,Female,0.13350515559630122,0.027,0.093,0.243,0.484,0.547,0.783,0.968,0.9280845653098272,62,49,Tanisha Rivers,Keisha Mosely,Member of Congress,State legislator,Restaurant owner,Small business owner
122,7,Iterative Batch Phase: Min,Yes,"Yes, I will",Purple,Candidate 2,,,,,,,,Candidate 1,,,Age,32,American Indian or Alaska Native,,,,,,,Yes,Female,0.640170082133303,0.022,0.112,0.218,0.572,0.637,0.878,0.963,0.8282273627883353,62,49,Tremayne Rivers,Rasheed Mosely,No experience,No experience,Restaurant owner,Small business owner
123,20,Iterative Batch Phase: Min,Yes,"Yes, I will",purple,,,Candidate 1,,,,,,Candidate 2,,,Age,32,,,,,,,Prefer not to disclose,Yes,Female,0.44385989090517625,0.055,0.069,0.098,0.309,0.421,0.967,0.987,0.3738720804392062,49,62,Tremayne Rivers,Rasheed Mosely,No experience,No experience,Restaurant owner,Small business owner
124,6,Iterative Batch Phase: Min,Yes,"Yes, I will",purple,,,,,,Candidate 1,,,Candidate 2,,,Age,46,,,,,White,,,No,Male,0.5540031114486054,0.045,0.123,0.288,0.392,0.474,0.891,0.965,0.19063605651972723,49,62,Tremayne Rivers,Rasheed Mosely,No experience,No experience,Restaurant owner,Small business owner
125,100,Validation,Yes,"Yes, I will",purple,,,,,Candidate 2,,,,Candidate 1,,,Age,36,,,,,,Other,,Yes,Female,0.39872700055100185,0,0,0,0,0.5,1,1,0.6560805974658767,62,49,Tremayne Rivers,Rasheed Mosely,Member of Congress,State legislator,Restaurant owner,Small business owner
126,5,Iterative Batch Phase: Min,Yes,"Yes, I will",purple,Candidate 2,,,,,,,,Candidate 1,,,Age,20,,,,,White,,,No,Female,0.7082323096013238,0.045,0.165,0.303,0.386,0.501,0.876,0.953,0.976972334314364,62,49,Tremayne Rivers,Rasheed Mosely,No experience,No experience,Restaurant owner,Small business owner
127,0,Warmup,Yes,"Yes, I will",purple,,,,,,Candidate 2,,,Candidate 2,,,Age,22,,Asian,,,,,,No,Male,0.09768362508567134,0.125,0.25,0.375,0.5,0.625,0.75,0.875,0.4564584774096633,49,62,Laurie Schmitt,Allison O'Connell,Member of Congress,State legislator,Restaurant owner,Small business owner
128,100,Validation,Yes,"Yes, I will",purple,,,,,,,Candidate 1,,Candidate 2,,,Age,32,,,,,White,,,No,Male,0.5162892333502623,0,0,0,0,0.5,1,1,0.4323618331533768,49,62,Tremayne Rivers,Rasheed Mosely,No experience,No experience,Restaurant owner,Small business owner
129,7,Iterative Batch Phase: Min,Yes,"Yes, I will",purple,,,,,,,,Candidate 1,Candidate 2,,,Age,18,,,,,White,,,No,Female,0.8570128804671142,0.022,0.112,0.218,0.572,0.637,0.878,0.963,0.40147381052409153,49,62,Tremayne Rivers,Rasheed Mosely,No experience,No experience,Restaurant owner,Small business owner
130,6,Iterative Batch Phase: Min,Yes,"Yes, I will",purple,Candidate 2,,,,,,,,Candidate 1,,,Age,39,,,,,White,,,No,Male,0.17411273768500257,0.045,0.123,0.288,0.392,0.474,0.891,0.965,0.8691598982245567,62,49,Tanisha Rivers,Keisha Mosely,Member of Congress,State legislator,Restaurant owner,Small business owner
131,14,Iterative Batch Phase: Min,Yes,"Yes, I will",purple,,,,,,,Candidate 1,,Candidate 2,,,Age,40,,Asian,,,,,,No,Female,0.28320117999874084,0.046,0.098,0.158,0.614,0.753,0.946,0.973,0.31758539688717236,49,62,Tanisha Rivers,Keisha Mosely,No experience,No experience,Restaurant owner,Small business owner
132,11,Iterative Batch Phase: Min,Yes,"Yes, I will",purple,,,,,,,Candidate 1,,Candidate 2,,,Age,31,,,Black or African American,,,,,No,Female,0.5814970206891878,0.023,0.084,0.135,0.522,0.636,0.947,0.981,0.5706160151331258,62,49,Tremayne Rivers,Rasheed Mosely,Member of Congress,State legislator,Restaurant owner,Small business owner
133,14,Iterative Batch Phase: Min,Yes,"Yes, I will",purple,,,,,,Candidate 1,,,Candidate 2,,,Age,20,,,,,,Other,,No,Female,0.5490978738640198,0.046,0.098,0.158,0.614,0.753,0.946,0.973,0.40656898785535456,49,62,Tanisha Rivers,Keisha Mosely,No experience,No experience,Restaurant owner,Small business owner
134,0,Warmup,Yes,"Yes, I will",purple,,,Candidate 1,,,,,,Candidate 1,,,Age,70,,,,,White,,,No,Female,0.39755570501963505,0.125,0.25,0.375,0.5,0.625,0.75,0.875,0.6378857660195524,62,49,Tanisha Rivers,Keisha Mosely,No experience,No experience,Restaurant owner,Small business owner
135,100,Validation,Yes,"Yes, I will",purple,,Candidate 2,,,,,,,Candidate 2,,,Age,26,,Asian,,,,,,No,Female,0.16364580117250926,0,0,0,0,0.5,1,1,0.49646677810150824,49,62,Tremayne Rivers,Rasheed Mosely,Member of Congress,State legislator,Restaurant owner,Small business owner
136,1,Iterative Batch Phase: Min,Yes,"Yes, I will",purple,,Candidate 2,,,,,,,Candidate 1,,,Age,68,,,,,White,,,No,Female,0.00814539450410413,0.111,0.146,0.346,0.738,0.748,0.781,0.982,0.8405566401408419,62,49,Laurie Schmitt,Allison O'Connell,Member of Congress,State legislator,Restaurant owner,Small business owner
137,3,Iterative Batch Phase: Min,Yes,"Yes, I will",purple,,,Candidate 2,,,,,,Candidate 1,,,Age,37,,,,,White,,,No,Male,0.38992915055480065,0.042,0.143,0.369,0.416,0.607,0.833,0.914,0.5318562839021571,62,49,Tanisha Rivers,Keisha Mosely,No experience,No experience,Restaurant owner,Small business owner
138,10,Iterative Batch Phase: Min,Yes,"Yes, I will",purple,Candidate 1,,,,,,,,Candidate 2,,,Age,29,,,,,White,,,No,Male,0.6089042414931823,0.052,0.166,0.24,0.497,0.625,0.922,0.966,0.09281601363160089,49,62,Tremayne Rivers,Rasheed Mosely,Member of Congress,State legislator,Restaurant owner,Small business owner
139,0,Warmup,Yes,"Yes, I will",purple,,,,Candidate 2,,,,,Candidate 2,,,Age,43,,,Black or African American,,,,,No,Female,0.01533584460041854,0.125,0.25,0.375,0.5,0.625,0.75,0.875,0.24423793033795385,49,62,Laurie Schmitt,Allison O'Connell,Member of Congress,State legislator,Restaurant owner,Small business owner
140,1,Iterative Batch Phase: Max,Yes,"Yes, I will",purple,,,,,,,,Candidate 1,Candidate 2,,,Age,43,,Asian,,,White,,,No,Female,0.05799281295807865,0.071,0.241,0.264,0.277,0.579,0.741,0.768,0.1293577102779778,49,62,Laurie Schmitt,Allison O'Connell,Member of Congress,State legislator,Restaurant owner,Small business owner
141,100,Validation,Yes,"Yes, I will",purple,,,,Candidate 1,,,,,Candidate 2,,,Age,29,,,,,White,,,No,Female,0.963349746764486,0,0,0,0,0.5,1,1,0.3131353003701976,49,62,Tremayne Rivers,Rasheed Mosely,No experience,No experience,Restaurant owner,Small business owner
142,0,Warmup,Yes,"Yes, I will",purple,,,,Candidate 1,,,,,Candidate 1,,,Age,32,,Asian,,,,,,No,Male,0.39693790310922494,0.125,0.25,0.375,0.5,0.625,0.75,0.875,0.9404965005676488,62,49,Tanisha Rivers,Keisha Mosely,No experience,No experience,Restaurant owner,Small business owner
143,100,Validation,Yes,"Yes, I will",purple,,,,,,,,Candidate 1,Candidate 2,,,Age,32,,Asian,,,,,,No,Male,0.30755663041667003,0,0,0,0,0.5,1,1,0.28911970469381654,49,62,Tremayne Rivers,Rasheed Mosely,Member of Congress,State legislator,Restaurant owner,Small business owner
144,100,Validation,Yes,"Yes, I will",Purple,,,,,,,Candidate 2,,Candidate 1,,,Age,38,,,,,White,,,No,Male,0.46599125593574514,0,0,0,0,0.5,1,1,0.8200245524803234,62,49,Tremayne Rivers,Rasheed Mosely,Member of Congress,State legislator,Restaurant owner,Small business owner
145,2,Iterative Batch Phase: Min,Yes,"Yes, I will",Purple,,,,,,Candidate 1,,,Candidate 2,,,Age,46,,,,,White,,,No,Female,0.400254543963879,0.355,0.471,0.612,0.642,0.708,0.821,0.949,0.26112587639622525,49,62,Laurie Schmitt,Allison O'Connell,No experience,No experience,Restaurant owner,Small business owner
146,2,Iterative Batch Phase: Max,Yes,"Yes, I will",purple,,,,,,,,Candidate 2,Candidate 1,,,Age,51,,,,,White,,,No,Male,0.22048548660718031,0.023,0.176,0.186,0.199,0.845,0.94,0.955,0.5628710644233206,62,49,Tremayne Rivers,Rasheed Mosely,Member of Congress,State legislator,Restaurant owner,Small business owner
147,19,Iterative Batch Phase: Min,Yes,"Yes, I will",purple,Candidate 2,,,,,,,,Candidate 1,,,Age,35,,,,,White,,,No,Male,0.32704089217051885,0.04,0.053,0.083,0.255,0.36,0.959,0.975,0.9730952780165466,62,49,Tremayne Rivers,Rasheed Mosely,Member of Congress,State legislator,Restaurant owner,Small business owner
148,8,Iterative Batch Phase: Min,Yes,"Yes, I will",purple,,,,,,Candidate 1,,,Candidate 1,,,Age,37,,,,,White,,,Yes,Male,0.26690779097073425,0.017,0.073,0.193,0.444,0.498,0.869,0.968,0.736441465731813,62,49,Tanisha Rivers,Keisha Mosely,No experience,No experience,Restaurant owner,Small business owner
149,100,Validation,Yes,"Yes, I will",purple,,,,,,,Candidate 1,,Candidate 2,,,Age,26,,,,,White,,,No,Male,0.3449490709102128,0,0,0,0,0.5,1,1,0.4464425352510164,49,62,Tremayne Rivers,Rasheed Mosely,Member of Congress,State legislator,Restaurant owner,Small business owner
150,100,Validation,Yes,"Yes, I will",purple,,,,,Candidate 1,,,,Candidate 2,,,Age,58,,,,,White,,,No,Female,0.3919941823445247,0,0,0,0,0.5,1,1,0.45821874040603144,49,62,Tremayne Rivers,Rasheed Mosely,Member of Congress,State legislator,Restaurant owner,Small business owner
151,1,Iterative Batch Phase: Max,Yes,"Yes, I will",purple,,Candidate 2,,,,,,,Candidate 1,,,Age,21,,,,,White,,,No,Female,0.6784811612867008,0.071,0.241,0.264,0.277,0.579,0.741,0.768,0.5813254028515251,62,49,Tremayne Rivers,Rasheed Mosely,No experience,No experience,Restaurant owner,Small business owner
152,0,Warmup,Yes,"Yes, I will",purple,Candidate 2,,,,,,,,Candidate 1,,,Age,40,,,,,White,,,Yes,Male,0.3781815181435508,0.125,0.25,0.375,0.5,0.625,0.75,0.875,0.9478631387343311,62,49,Tanisha Rivers,Keisha Mosely,No experience,No experience,Restaurant owner,Small business owner
153,1,Iterative Batch Phase: Min,Yes,"Yes, I will",purple,,,,,,,Candidate 2,,Candidate 1,,,Age,52,,,,,White,,,No,Male,0.34996759643544617,0.111,0.146,0.346,0.738,0.748,0.781,0.982,0.9089031575501204,62,49,Tanisha Rivers,Keisha Mosely,No experience,No experience,Restaurant owner,Small business owner
154,0,Warmup,Yes,"Yes, I will",purple,,Candidate 1,,,,,,,Candidate 2,,,Age,38,,,,,White,,,No,Male,0.5749252153502138,0.125,0.25,0.375,0.5,0.625,0.75,0.875,0.2475983279868025,49,62,Tremayne Rivers,Rasheed Mosely,Member of Congress,State legislator,Restaurant owner,Small business owner
